record_id,booking_date,day_of_week,month,area,latitude,longitude,service,base_price,booking_amount,provider_id,experience_years,provider_rating,verification_status,provider_available_hours,status,request_count,completed_requests,cancelled_requests,available_workers,service_popularity_index,is_weekend,season,data_source
URB26-06233,2026-05-22,4,5,Uttam Nagar,28.624,77.065,Electrician,307,333,DEL-P0001,3,4.6,Pending,9,Completed,6,6,0,2,96.06,0,Summer,Enriched_Delhi_Demand_2026
URB26-06234,2026-05-22,4,5,Uttam Nagar,28.624,77.065,Plumber,419,453,DEL-P0025,4,4.8,Pending,8,Completed,4,4,0,1,97.79,0,Summer,Enriched_Delhi_Demand_2026
URB26-06235,2026-05-22,4,5,Uttam Nagar,28.624,77.065,Carpenter,492,562,DEL-P0011,4,4.7,Verified,9,Completed,4,4,0,2,94.51,0,Summer,Enriched_Delhi_Demand_2026
URB26-06236,2026-05-22,4,5,Uttam Nagar,28.624,77.065,Gardener,359,390,DEL-P0016,4,4.5,Verified,6,Completed,1,1,0,3,80.75,0,Summer,Enriched_Delhi_Demand_2026
URB26-06237,2026-05-22,4,5,Uttam Nagar,28.624,77.065,AC Repair,712,742,DEL-P0048,5,4.7,Verified,9,Partially Completed,4,3,0,3,97.04,0,Summer,Enriched_Delhi_Demand_2026
URB26-06238,2026-05-22,4,5,Uttam Nagar,28.624,77.065,Appliance Repair,929,968,DEL-P0035,7,4.4,Verified,10,Completed,1,1,0,2,100.85,0,Summer,Enriched_Delhi_Demand_2026
URB26-06239,2026-05-22,4,5,Uttam Nagar,28.624,77.065,Cleaner,481,527,DEL-P0008,4,3.8,Verified,10,Completed,4,4,0,3,94.91,0,Summer,Enriched_Delhi_Demand_2026
URB26-06240,2026-05-22,4,5,Uttam Nagar,28.624,77.065,Painter,978,1050,DEL-P0057,6,4.5,Verified,11,Completed,2,2,0,4,96.63,0,Summer,Enriched_Delhi_Demand_2026
URB26-06241,2026-05-23,5,5,Burari,28.758,77.1945,Electrician,299,346,DEL-P0049,3,4.4,Verified,9,Completed,6,6,0,1,101.09,1,Summer,Enriched_Delhi_Demand_2026
URB26-06242,2026-05-23,5,5,Burari,28.758,77.1945,Plumber,394,403,DEL-P0048,4,4.5,Verified,9,Partially Completed,6,6,0,1,101.28,1,Summer,Enriched_Delhi_Demand_2026
URB26-06243,2026-05-23,5,5,Burari,28.758,77.1945,Carpenter,521,573,DEL-P0060,4,4.6,Verified,9,Completed,4,4,0,1,97.45,1,Summer,Enriched_Delhi_Demand_2026
URB26-06244,2026-05-23,5,5,Burari,28.758,77.1945,Gardener,347,382,DEL-P0029,2,4.5,Pending,7,Cancelled,1,0,1,2,71.66,1,Summer,Enriched_Delhi_Demand_2026
URB26-06245,2026-05-23,5,5,Burari,28.758,77.1945,AC Repair,743,791,DEL-P0049,4,4.3,Verified,9,Completed,1,1,0,1,101.12,1,Summer,Enriched_Delhi_Demand_2026
URB26-06246,2026-05-23,5,5,Burari,28.758,77.1945,Appliance Repair,868,980,DEL-P0043,8,4.6,Pending,10,Partially Completed,2,1,0,3,105.41,1,Summer,Enriched_Delhi_Demand_2026
URB26-06247,2026-05-23,5,5,Burari,28.758,77.1945,Cleaner,504,575,DEL-P0048,4,4.3,Pending,9,Completed,7,7,0,2,93.06,1,Summer,Enriched_Delhi_Demand_2026
URB26-06248,2026-05-23,5,5,Burari,28.758,77.1945,Painter,1014,1055,DEL-P0022,5,4.6,Verified,8,Partially Completed,1,1,0,2,95.07,1,Summer,Enriched_Delhi_Demand_2026
URB26-06249,2026-05-23,5,5,Dwarka,28.5921,77.046,Electrician,295,320,DEL-P0031,3,4.6,Verified,7,Completed,6,6,0,3,97.38,1,Summer,Enriched_Delhi_Demand_2026
URB26-06250,2026-05-23,5,5,Dwarka,28.5921,77.046,Plumber,418,478,DEL-P0009,4,4.7,Pending,7,Completed,2,2,0,2,108.54,1,Summer,Enriched_Delhi_Demand_2026
URB26-06251,2026-05-23,5,5,Dwarka,28.5921,77.046,Carpenter,488,514,DEL-P0004,3,4.7,Pending,9,Completed,2,2,0,2,92.7,1,Summer,Enriched_Delhi_Demand_2026
URB26-06252,2026-05-23,5,5,Dwarka,28.5921,77.046,Gardener,336,387,DEL-P0004,5,4.4,Verified,10,Completed,1,1,0,2,75.43,1,Summer,Enriched_Delhi_Demand_2026
URB26-06253,2026-05-23,5,5,Dwarka,28.5921,77.046,AC Repair,773,862,DEL-P0030,4,4.5,Verified,7,Completed,1,1,0,2,93.19,1,Summer,Enriched_Delhi_Demand_2026
URB26-06254,2026-05-23,5,5,Dwarka,28.5921,77.046,Appliance Repair,905,989,DEL-P0056,6,4.5,Verified,10,Completed,2,2,0,3,100.62,1,Summer,Enriched_Delhi_Demand_2026
URB26-06255,2026-05-23,5,5,Dwarka,28.5921,77.046,Cleaner,480,527,DEL-P0011,4,4.0,Verified,8,Completed,3,3,0,2,99.63,1,Summer,Enriched_Delhi_Demand_2026
URB26-06256,2026-05-23,5,5,Dwarka,28.5921,77.046,Painter,1010,1124,DEL-P0037,4,4.3,Pending,10,Completed,1,1,0,2,98.1,1,Summer,Enriched_Delhi_Demand_2026
URB26-06257,2026-05-23,5,5,Janakpuri,28.6219,77.0878,Electrician,311,324,DEL-P0043,4,4.6,Verified,9,Completed,4,4,0,2,108.39,1,Summer,Enriched_Delhi_Demand_2026
URB26-06258,2026-05-23,5,5,Janakpuri,28.6219,77.0878,Plumber,416,469,DEL-P0006,4,4.6,Verified,8,Completed,3,3,0,2,97.14,1,Summer,Enriched_Delhi_Demand_2026
URB26-06259,2026-05-23,5,5,Janakpuri,28.6219,77.0878,Carpenter,495,563,DEL-P0053,5,4.7,Verified,8,Completed,2,2,0,2,92.05,1,Summer,Enriched_Delhi_Demand_2026
URB26-06260,2026-05-23,5,5,Janakpuri,28.6219,77.0878,Gardener,362,414,DEL-P0021,4,4.3,Verified,8,Completed,1,1,0,3,72.27,1,Summer,Enriched_Delhi_Demand_2026
URB26-06261,2026-05-23,5,5,Janakpuri,28.6219,77.0878,AC Repair,772,889,DEL-P0006,5,4.5,Pending,9,Cancelled,4,1,3,1,100.53,1,Summer,Enriched_Delhi_Demand_2026
URB26-06262,2026-05-23,5,5,Janakpuri,28.6219,77.0878,Appliance Repair,938,978,DEL-P0021,8,4.6,Verified,9,Completed,1,1,0,2,95.72,1,Summer,Enriched_Delhi_Demand_2026
URB26-06263,2026-05-23,5,5,Janakpuri,28.6219,77.0878,Cleaner,486,522,DEL-P0036,5,4.0,Pending,10,Completed,4,4,0,1,93.73,1,Summer,Enriched_Delhi_Demand_2026
URB26-06264,2026-05-23,5,5,Janakpuri,28.6219,77.0878,Painter,965,1117,DEL-P0015,4,4.5,Pending,7,Completed,1,1,0,4,89.93,1,Summer,Enriched_Delhi_Demand_2026
URB26-06265,2026-05-23,5,5,Karol Bagh,28.6514,77.1907,Electrician,301,326,DEL-P0044,2,4.7,Verified,7,Completed,5,5,0,1,99.68,1,Summer,Enriched_Delhi_Demand_2026
URB26-06266,2026-05-23,5,5,Karol Bagh,28.6514,77.1907,Plumber,417,445,DEL-P0024,4,4.6,Verified,6,Completed,1,1,0,1,96.03,1,Summer,Enriched_Delhi_Demand_2026
URB26-06267,2026-05-23,5,5,Karol Bagh,28.6514,77.1907,Carpenter,502,569,DEL-P0038,3,4.6,Verified,8,Partially Completed,1,1,0,2,97.36,1,Summer,Enriched_Delhi_Demand_2026
URB26-06268,2026-05-23,5,5,Karol Bagh,28.6514,77.1907,Gardener,366,413,DEL-P0028,3,4.3,Verified,8,Completed,1,1,0,1,67.16,1,Summer,Enriched_Delhi_Demand_2026
URB26-06269,2026-05-23,5,5,Karol Bagh,28.6514,77.1907,AC Repair,790,840,DEL-P0008,4,4.8,Verified,7,Completed,4,4,0,2,98.29,1,Summer,Enriched_Delhi_Demand_2026
URB26-06270,2026-05-23,5,5,Karol Bagh,28.6514,77.1907,Appliance Repair,922,1004,DEL-P0026,6,4.4,Verified,10,Completed,3,3,0,2,102.18,1,Summer,Enriched_Delhi_Demand_2026
URB26-06271,2026-05-23,5,5,Karol Bagh,28.6514,77.1907,Cleaner,520,574,DEL-P0046,6,4.3,Verified,9,Completed,5,5,0,2,96.03,1,Summer,Enriched_Delhi_Demand_2026
URB26-06272,2026-05-23,5,5,Karol Bagh,28.6514,77.1907,Painter,988,1138,DEL-P0033,5,4.6,Verified,7,Cancelled,1,0,1,4,102.27,1,Summer,Enriched_Delhi_Demand_2026
URB26-06273,2026-05-23,5,5,Lajpat Nagar,28.5677,77.2433,Electrician,316,357,DEL-P0021,2,4.5,Verified,9,Completed,0,0,0,1,95.43,1,Summer,Enriched_Delhi_Demand_2026
URB26-06274,2026-05-23,5,5,Lajpat Nagar,28.5677,77.2433,Plumber,418,453,DEL-P0003,3,4.5,Verified,10,Completed,2,2,0,2,90.21,1,Summer,Enriched_Delhi_Demand_2026
URB26-06275,2026-05-23,5,5,Lajpat Nagar,28.5677,77.2433,Carpenter,504,516,DEL-P0051,4,4.5,Verified,8,Completed,2,2,0,1,99.96,1,Summer,Enriched_Delhi_Demand_2026
URB26-06276,2026-05-23,5,5,Lajpat Nagar,28.5677,77.2433,Gardener,368,389,DEL-P0008,3,4.3,Verified,9,Completed,1,1,0,1,67.55,1,Summer,Enriched_Delhi_Demand_2026
URB26-06277,2026-05-23,5,5,Lajpat Nagar,28.5677,77.2433,AC Repair,752,807,DEL-P0050,6,4.4,Pending,9,Completed,1,1,0,1,95.75,1,Summer,Enriched_Delhi_Demand_2026
URB26-06278,2026-05-23,5,5,Lajpat Nagar,28.5677,77.2433,Appliance Repair,930,1001,DEL-P0054,7,4.8,Pending,8,Partially Completed,1,1,0,2,99.53,1,Summer,Enriched_Delhi_Demand_2026
URB26-06279,2026-05-23,5,5,Lajpat Nagar,28.5677,77.2433,Cleaner,511,587,DEL-P0006,4,4.4,Verified,8,Completed,3,3,0,1,99.64,1,Summer,Enriched_Delhi_Demand_2026
URB26-06280,2026-05-23,5,5,Lajpat Nagar,28.5677,77.2433,Painter,997,1020,DEL-P0053,5,4.5,Pending,8,Completed,1,1,0,3,90.63,1,Summer,Enriched_Delhi_Demand_2026
URB26-06281,2026-05-23,5,5,Malviya Nagar,28.5286,77.196,Electrician,303,316,DEL-P0031,3,4.6,Verified,9,Completed,4,4,0,2,101.98,1,Summer,Enriched_Delhi_Demand_2026
URB26-06282,2026-05-23,5,5,Malviya Nagar,28.5286,77.196,Plumber,388,408,DEL-P0054,2,4.8,Verified,9,Completed,0,0,0,1,92.8,1,Summer,Enriched_Delhi_Demand_2026
URB26-06283,2026-05-23,5,5,Malviya Nagar,28.5286,77.196,Carpenter,524,540,DEL-P0028,3,4.7,Pending,9,Completed,3,3,0,2,90.23,1,Summer,Enriched_Delhi_Demand_2026
URB26-06284,2026-05-23,5,5,Malviya Nagar,28.5286,77.196,Gardener,340,394,DEL-P0036,5,4.4,Verified,8,Completed,1,1,0,1,71.98,1,Summer,Enriched_Delhi_Demand_2026
URB26-06285,2026-05-23,5,5,Malviya Nagar,28.5286,77.196,AC Repair,793,903,DEL-P0052,6,4.4,Verified,9,Cancelled,4,0,4,3,99.21,1,Summer,Enriched_Delhi_Demand_2026
URB26-06286,2026-05-23,5,5,Malviya Nagar,28.5286,77.196,Appliance Repair,896,1037,DEL-P0055,6,4.5,Pending,11,Completed,3,3,0,2,95.47,1,Summer,Enriched_Delhi_Demand_2026
URB26-06287,2026-05-23,5,5,Malviya Nagar,28.5286,77.196,Cleaner,512,581,DEL-P0058,4,4.1,Verified,10,Completed,2,2,0,2,93.36,1,Summer,Enriched_Delhi_Demand_2026
URB26-06288,2026-05-23,5,5,Malviya Nagar,28.5286,77.196,Painter,1068,1097,DEL-P0048,5,4.3,Pending,11,Cancelled,2,0,2,3,96.61,1,Summer,Enriched_Delhi_Demand_2026
URB26-06289,2026-05-23,5,5,Mayur Vihar,28.6048,77.2894,Electrician,289,325,DEL-P0016,4,4.6,Verified,8,Completed,1,1,0,2,94.97,1,Summer,Enriched_Delhi_Demand_2026
URB26-06290,2026-05-23,5,5,Mayur Vihar,28.6048,77.2894,Plumber,399,442,DEL-P0039,6,4.7,Verified,9,Completed,3,3,0,3,97.83,1,Summer,Enriched_Delhi_Demand_2026
URB26-06291,2026-05-23,5,5,Mayur Vihar,28.6048,77.2894,Carpenter,516,591,DEL-P0039,4,4.7,Verified,9,Completed,1,1,0,2,89.91,1,Summer,Enriched_Delhi_Demand_2026
URB26-06292,2026-05-23,5,5,Mayur Vihar,28.6048,77.2894,Gardener,364,376,DEL-P0008,5,4.4,Pending,11,Cancelled,1,0,1,2,74.48,1,Summer,Enriched_Delhi_Demand_2026
URB26-06293,2026-05-23,5,5,Mayur Vihar,28.6048,77.2894,AC Repair,811,837,DEL-P0055,4,5.0,Pending,10,Completed,2,2,0,1,88.81,1,Summer,Enriched_Delhi_Demand_2026
URB26-06294,2026-05-23,5,5,Mayur Vihar,28.6048,77.2894,Appliance Repair,870,968,DEL-P0004,9,4.7,Verified,9,Completed,1,1,0,3,100.23,1,Summer,Enriched_Delhi_Demand_2026
URB26-06295,2026-05-23,5,5,Mayur Vihar,28.6048,77.2894,Cleaner,528,563,DEL-P0017,5,4.2,Pending,10,Completed,1,1,0,1,95.75,1,Summer,Enriched_Delhi_Demand_2026
URB26-06296,2026-05-23,5,5,Mayur Vihar,28.6048,77.2894,Painter,971,1026,DEL-P0013,5,4.6,Pending,8,Partially Completed,1,1,0,2,87.63,1,Summer,Enriched_Delhi_Demand_2026
URB26-06297,2026-05-23,5,5,Model Town,28.7167,77.191,Electrician,303,321,DEL-P0022,2,4.8,Verified,10,Completed,3,3,0,2,99.89,1,Summer,Enriched_Delhi_Demand_2026
URB26-06298,2026-05-23,5,5,Model Town,28.7167,77.191,Plumber,423,465,DEL-P0043,5,4.5,Pending,9,Completed,3,3,0,1,101.43,1,Summer,Enriched_Delhi_Demand_2026
URB26-06299,2026-05-23,5,5,Model Town,28.7167,77.191,Carpenter,503,568,DEL-P0014,3,4.5,Verified,9,Completed,4,4,0,1,91.37,1,Summer,Enriched_Delhi_Demand_2026
URB26-06300,2026-05-23,5,5,Model Town,28.7167,77.191,Gardener,370,428,DEL-P0030,3,4.4,Verified,8,Partially Completed,2,2,0,2,73.37,1,Summer,Enriched_Delhi_Demand_2026
URB26-06301,2026-05-23,5,5,Model Town,28.7167,77.191,AC Repair,736,775,DEL-P0060,5,4.5,Verified,9,Completed,3,3,0,2,95.53,1,Summer,Enriched_Delhi_Demand_2026
URB26-06302,2026-05-23,5,5,Model Town,28.7167,77.191,Appliance Repair,911,947,DEL-P0045,7,4.8,Verified,10,Cancelled,4,0,4,2,101.14,1,Summer,Enriched_Delhi_Demand_2026
URB26-06303,2026-05-23,5,5,Model Town,28.7167,77.191,Cleaner,512,527,DEL-P0011,4,4.1,Pending,9,Completed,3,3,0,1,93.55,1,Summer,Enriched_Delhi_Demand_2026
URB26-06304,2026-05-23,5,5,Model Town,28.7167,77.191,Painter,967,994,DEL-P0057,6,4.6,Verified,8,Completed,4,4,0,3,97.4,1,Summer,Enriched_Delhi_Demand_2026
URB26-06305,2026-05-23,5,5,Pitampura,28.7033,77.1322,Electrician,293,300,DEL-P0024,2,4.5,Verified,9,Completed,1,1,0,3,98.34,1,Summer,Enriched_Delhi_Demand_2026
URB26-06306,2026-05-23,5,5,Pitampura,28.7033,77.1322,Plumber,405,443,DEL-P0059,4,4.6,Verified,7,Completed,1,1,0,2,92.47,1,Summer,Enriched_Delhi_Demand_2026
URB26-06307,2026-05-23,5,5,Pitampura,28.7033,77.1322,Carpenter,498,542,DEL-P0060,2,4.6,Pending,9,Completed,1,1,0,3,101.62,1,Summer,Enriched_Delhi_Demand_2026
URB26-06308,2026-05-23,5,5,Pitampura,28.7033,77.1322,Gardener,336,376,DEL-P0020,4,4.6,Verified,9,Completed,1,1,0,3,66.94,1,Summer,Enriched_Delhi_Demand_2026
URB26-06309,2026-05-23,5,5,Pitampura,28.7033,77.1322,AC Repair,733,843,DEL-P0004,6,4.4,Verified,8,Completed,3,3,0,2,104.59,1,Summer,Enriched_Delhi_Demand_2026
URB26-06310,2026-05-23,5,5,Pitampura,28.7033,77.1322,Appliance Repair,915,1015,DEL-P0042,9,4.5,Verified,9,Completed,2,2,0,2,99.21,1,Summer,Enriched_Delhi_Demand_2026
URB26-06311,2026-05-23,5,5,Pitampura,28.7033,77.1322,Cleaner,495,556,DEL-P0057,5,4.3,Pending,9,Completed,2,2,0,1,97.2,1,Summer,Enriched_Delhi_Demand_2026
URB26-06312,2026-05-23,5,5,Pitampura,28.7033,77.1322,Painter,1044,1089,DEL-P0039,4,4.8,Verified,9,Completed,1,1,0,2,96.7,1,Summer,Enriched_Delhi_Demand_2026
URB26-06313,2026-05-23,5,5,Preet Vihar,28.6413,77.2953,Electrician,294,312,DEL-P0005,5,4.8,Verified,8,Completed,4,4,0,2,98.32,1,Summer,Enriched_Delhi_Demand_2026
URB26-06314,2026-05-23,5,5,Preet Vihar,28.6413,77.2953,Plumber,401,432,DEL-P0046,4,4.5,Verified,7,Completed,1,1,0,1,96.94,1,Summer,Enriched_Delhi_Demand_2026
URB26-06315,2026-05-23,5,5,Preet Vihar,28.6413,77.2953,Carpenter,503,520,DEL-P0005,5,4.6,Verified,9,Partially Completed,3,3,0,2,94.29,1,Summer,Enriched_Delhi_Demand_2026
URB26-06316,2026-05-23,5,5,Preet Vihar,28.6413,77.2953,Gardener,349,398,DEL-P0059,3,4.4,Pending,9,Partially Completed,1,1,0,2,76.85,1,Summer,Enriched_Delhi_Demand_2026
URB26-06317,2026-05-23,5,5,Preet Vihar,28.6413,77.2953,AC Repair,748,779,DEL-P0010,6,4.4,Verified,9,Completed,2,2,0,2,91.94,1,Summer,Enriched_Delhi_Demand_2026
URB26-06318,2026-05-23,5,5,Preet Vihar,28.6413,77.2953,Appliance Repair,888,1005,DEL-P0024,9,4.5,Verified,10,Completed,0,0,0,1,104.7,1,Summer,Enriched_Delhi_Demand_2026
URB26-06319,2026-05-23,5,5,Preet Vihar,28.6413,77.2953,Cleaner,512,588,DEL-P0038,6,4.1,Pending,9,Completed,6,6,0,3,97.31,1,Summer,Enriched_Delhi_Demand_2026
URB26-06320,2026-05-23,5,5,Preet Vihar,28.6413,77.2953,Painter,1070,1156,DEL-P0037,7,4.6,Verified,9,Partially Completed,2,2,0,3,93.58,1,Summer,Enriched_Delhi_Demand_2026
URB26-06321,2026-05-23,5,5,Rohini,28.7495,77.0565,Electrician,292,323,DEL-P0036,6,4.4,Verified,8,Completed,2,2,0,3,90.44,1,Summer,Enriched_Delhi_Demand_2026
URB26-06322,2026-05-23,5,5,Rohini,28.7495,77.0565,Plumber,417,468,DEL-P0056,4,4.5,Verified,9,Completed,7,7,0,2,102.4,1,Summer,Enriched_Delhi_Demand_2026
URB26-06323,2026-05-23,5,5,Rohini,28.7495,77.0565,Carpenter,481,522,DEL-P0048,3,4.6,Verified,7,Completed,3,3,0,1,100.23,1,Summer,Enriched_Delhi_Demand_2026
URB26-06324,2026-05-23,5,5,Rohini,28.7495,77.0565,Gardener,371,384,DEL-P0049,5,4.4,Verified,9,Partially Completed,1,1,0,3,72.43,1,Summer,Enriched_Delhi_Demand_2026
URB26-06325,2026-05-23,5,5,Rohini,28.7495,77.0565,AC Repair,731,799,DEL-P0002,4,4.4,Verified,8,Completed,6,6,0,2,100.78,1,Summer,Enriched_Delhi_Demand_2026
URB26-06326,2026-05-23,5,5,Rohini,28.7495,77.0565,Appliance Repair,892,1027,DEL-P0049,7,4.6,Pending,9,Completed,1,1,0,2,99.62,1,Summer,Enriched_Delhi_Demand_2026
URB26-06327,2026-05-23,5,5,Rohini,28.7495,77.0565,Cleaner,526,601,DEL-P0011,7,4.2,Verified,9,Completed,0,0,0,1,96.23,1,Summer,Enriched_Delhi_Demand_2026
URB26-06328,2026-05-23,5,5,Rohini,28.7495,77.0565,Painter,1056,1198,DEL-P0007,5,4.4,Pending,9,Completed,2,2,0,2,91.6,1,Summer,Enriched_Delhi_Demand_2026
URB26-06329,2026-05-23,5,5,Saket,28.5244,77.2066,Electrician,289,323,DEL-P0031,3,4.4,Verified,9,Completed,7,7,0,2,107.39,1,Summer,Enriched_Delhi_Demand_2026
URB26-06330,2026-05-23,5,5,Saket,28.5244,77.2066,Plumber,384,441,DEL-P0019,4,4.6,Verified,10,Completed,1,1,0,3,97.9,1,Summer,Enriched_Delhi_Demand_2026
URB26-06331,2026-05-23,5,5,Saket,28.5244,77.2066,Carpenter,491,508,DEL-P0022,5,4.6,Pending,8,Partially Completed,1,1,0,5,97.33,1,Summer,Enriched_Delhi_Demand_2026
URB26-06332,2026-05-23,5,5,Saket,28.5244,77.2066,Gardener,347,402,DEL-P0049,5,4.5,Verified,7,Completed,1,1,0,2,75.3,1,Summer,Enriched_Delhi_Demand_2026
URB26-06333,2026-05-23,5,5,Saket,28.5244,77.2066,AC Repair,724,796,DEL-P0054,5,4.8,Verified,10,Completed,1,1,0,1,94.05,1,Summer,Enriched_Delhi_Demand_2026
URB26-06334,2026-05-23,5,5,Saket,28.5244,77.2066,Appliance Repair,920,949,DEL-P0057,7,4.5,Verified,11,Completed,2,2,0,3,103.63,1,Summer,Enriched_Delhi_Demand_2026
URB26-06335,2026-05-23,5,5,Saket,28.5244,77.2066,Cleaner,489,510,DEL-P0028,6,4.0,Verified,8,Completed,1,1,0,3,90.52,1,Summer,Enriched_Delhi_Demand_2026
URB26-06336,2026-05-23,5,5,Saket,28.5244,77.2066,Painter,1020,1109,DEL-P0016,7,4.5,Verified,8,Completed,1,1,0,3,98.77,1,Summer,Enriched_Delhi_Demand_2026
URB26-06337,2026-05-23,5,5,Shahdara,28.6728,77.2872,Electrician,312,348,DEL-P0010,6,4.7,Verified,9,Completed,4,4,0,1,100.98,1,Summer,Enriched_Delhi_Demand_2026
URB26-06338,2026-05-23,5,5,Shahdara,28.6728,77.2872,Plumber,414,444,DEL-P0005,5,4.6,Verified,8,Completed,6,6,0,2,102.11,1,Summer,Enriched_Delhi_Demand_2026
URB26-06339,2026-05-23,5,5,Shahdara,28.6728,77.2872,Carpenter,518,575,DEL-P0028,4,4.8,Verified,8,Completed,4,3,1,3,85.2,1,Summer,Enriched_Delhi_Demand_2026
URB26-06340,2026-05-23,5,5,Shahdara,28.6728,77.2872,Gardener,344,389,DEL-P0048,5,4.6,Verified,5,Completed,1,1,0,3,74.09,1,Summer,Enriched_Delhi_Demand_2026
URB26-06341,2026-05-23,5,5,Shahdara,28.6728,77.2872,AC Repair,726,783,DEL-P0049,5,4.5,Pending,9,Completed,3,3,0,3,88.58,1,Summer,Enriched_Delhi_Demand_2026
URB26-06342,2026-05-23,5,5,Shahdara,28.6728,77.2872,Appliance Repair,868,916,DEL-P0009,7,4.8,Verified,9,Completed,3,3,0,2,91.52,1,Summer,Enriched_Delhi_Demand_2026
URB26-06343,2026-05-23,5,5,Shahdara,28.6728,77.2872,Cleaner,488,558,DEL-P0034,3,4.0,Verified,10,Completed,3,3,0,1,96.46,1,Summer,Enriched_Delhi_Demand_2026
URB26-06344,2026-05-23,5,5,Shahdara,28.6728,77.2872,Painter,1062,1132,DEL-P0005,5,4.6,Verified,9,Completed,2,2,0,4,93.24,1,Summer,Enriched_Delhi_Demand_2026
URB26-06345,2026-05-23,5,5,Shalimar Bagh,28.7175,77.1506,Electrician,294,337,DEL-P0009,3,4.7,Verified,7,Completed,7,7,0,2,103.06,1,Summer,Enriched_Delhi_Demand_2026
URB26-06346,2026-05-23,5,5,Shalimar Bagh,28.7175,77.1506,Plumber,393,433,DEL-P0042,5,4.7,Verified,8,Completed,1,1,0,2,104.78,1,Summer,Enriched_Delhi_Demand_2026
URB26-06347,2026-05-23,5,5,Shalimar Bagh,28.7175,77.1506,Carpenter,526,606,DEL-P0036,2,4.2,Verified,6,Completed,1,1,0,1,94.96,1,Summer,Enriched_Delhi_Demand_2026
URB26-06348,2026-05-23,5,5,Shalimar Bagh,28.7175,77.1506,Gardener,354,406,DEL-P0002,4,4.4,Verified,6,Completed,2,2,0,3,78.9,1,Summer,Enriched_Delhi_Demand_2026
URB26-06349,2026-05-23,5,5,Shalimar Bagh,28.7175,77.1506,AC Repair,747,790,DEL-P0025,4,4.8,Pending,8,Completed,1,1,0,4,107.15,1,Summer,Enriched_Delhi_Demand_2026
URB26-06350,2026-05-23,5,5,Shalimar Bagh,28.7175,77.1506,Appliance Repair,937,1061,DEL-P0032,6,4.4,Verified,10,Completed,3,3,0,3,96.68,1,Summer,Enriched_Delhi_Demand_2026
URB26-06351,2026-05-23,5,5,Shalimar Bagh,28.7175,77.1506,Cleaner,508,576,DEL-P0058,4,4.0,Pending,9,Completed,6,5,1,5,95.57,1,Summer,Enriched_Delhi_Demand_2026
URB26-06352,2026-05-23,5,5,Shalimar Bagh,28.7175,77.1506,Painter,1011,1051,DEL-P0029,6,4.6,Verified,9,Completed,4,3,1,3,97.42,1,Summer,Enriched_Delhi_Demand_2026
URB26-06353,2026-05-23,5,5,Uttam Nagar,28.624,77.065,Electrician,315,334,DEL-P0056,3,4.4,Pending,9,Completed,3,3,0,3,100.43,1,Summer,Enriched_Delhi_Demand_2026
URB26-06354,2026-05-23,5,5,Uttam Nagar,28.624,77.065,Plumber,416,481,DEL-P0059,4,4.7,Pending,7,Completed,1,1,0,3,95.48,1,Summer,Enriched_Delhi_Demand_2026
URB26-06355,2026-05-23,5,5,Uttam Nagar,28.624,77.065,Carpenter,486,499,DEL-P0044,5,4.5,Pending,7,Completed,3,3,0,2,89.27,1,Summer,Enriched_Delhi_Demand_2026
URB26-06356,2026-05-23,5,5,Uttam Nagar,28.624,77.065,Gardener,348,362,DEL-P0060,3,4.9,Pending,8,Completed,1,1,0,4,74.78,1,Summer,Enriched_Delhi_Demand_2026
URB26-06357,2026-05-23,5,5,Uttam Nagar,28.624,77.065,AC Repair,735,852,DEL-P0045,5,4.5,Verified,8,Completed,4,4,0,1,92.5,1,Summer,Enriched_Delhi_Demand_2026
URB26-06358,2026-05-23,5,5,Uttam Nagar,28.624,77.065,Appliance Repair,915,1014,DEL-P0031,6,4.7,Verified,9,Completed,2,2,0,2,93.2,1,Summer,Enriched_Delhi_Demand_2026
URB26-06359,2026-05-23,5,5,Uttam Nagar,28.624,77.065,Cleaner,520,559,DEL-P0037,5,4.2,Verified,8,Completed,7,7,0,2,97.11,1,Summer,Enriched_Delhi_Demand_2026
URB26-06360,2026-05-23,5,5,Uttam Nagar,28.624,77.065,Painter,980,1024,DEL-P0060,4,4.7,Verified,8,Completed,2,2,0,4,91.79,1,Summer,Enriched_Delhi_Demand_2026
URB26-06361,2026-05-24,6,5,Burari,28.758,77.1945,Electrician,307,323,DEL-P0012,4,4.6,Verified,7,Completed,3,3,0,2,98.7,1,Summer,Enriched_Delhi_Demand_2026
URB26-06362,2026-05-24,6,5,Burari,28.758,77.1945,Plumber,383,396,DEL-P0018,3,4.6,Verified,9,Completed,4,4,0,2,94.27,1,Summer,Enriched_Delhi_Demand_2026
URB26-06363,2026-05-24,6,5,Burari,28.758,77.1945,Carpenter,489,504,DEL-P0020,6,4.6,Verified,9,Completed,1,1,0,3,97.57,1,Summer,Enriched_Delhi_Demand_2026
URB26-06364,2026-05-24,6,5,Burari,28.758,77.1945,Gardener,369,424,DEL-P0003,4,4.4,Verified,8,Completed,1,1,0,2,73.8,1,Summer,Enriched_Delhi_Demand_2026
URB26-06365,2026-05-24,6,5,Burari,28.758,77.1945,AC Repair,751,800,DEL-P0029,5,4.7,Verified,10,Completed,4,4,0,1,98.37,1,Summer,Enriched_Delhi_Demand_2026
